Region,ID,ChemicalName,mean.Control.PBS,mean.0.2.mg.kg.DMSO,mean.2.0.mg.kg.DMSO,mean.4.0.mg.kg.DMSO,FC_lowvsCTRL,FC_medvsCTRL,FC_highvsCTRL,post.hoc.Control.PBS.0.2.mg.kg.DMSO,post.hoc.Control.PBS.2.0.mg.kg.DMSO,post.hoc.Control.PBS.4.0.mg.kg.DMSO
Cortex,314,Pro-Leu,56093.4,69929.8,116062.4,193976.6,1.246667166,2.069091907,3.45810024,0.944421022,0.511148126,0.038473723
Cerebellum,314,Pro-Leu,145456.8,523284.6,290476,147086.2,3.597525863,1.996991547,1.011201951,0.017428019,0.463349053,0.999974415
Basal Ganglia,314,Pro-Leu,110373.8,255624.6,280620.4,268899.8,2.315989845,2.542454822,2.436264766,0.045153388,0.020248903,0.099711485
Hippocampus,318,Pro-Pro,727472.6,1391230.8,1239949.8,1048500.4,1.91241677,1.704462546,1.441291947,0.126593089,0.280369224,0.403968919
Cortex,318,Pro-Pro,687582.4,1014416.2,1141077,1648308.4,1.475337647,1.659549459,2.397252169,0.501443894,0.457524032,0.050166747
Cerebellum,318,Pro-Pro,1359484,2862604.6,1623802,1978147.2,2.105655234,1.194425238,1.455072071,0.076125159,0.885984365,0.653070801
Basal Ganglia,318,Pro-Pro,1102441.4,1654989.2,1510351.2,1608831,1.501203783,1.37000588,1.459334709,0.21276904,0.33350752,0.361285502
Hippocampus,319,Pro-Ser,618575.4,1955299.2,1279706.8,672349,3.160971484,2.068796787,1.086931359,0.003519087,0.060145317,0.99668558
Cortex,319,Pro-Ser,473471,557943.8,1007915,1018521.4,1.178411772,2.128778743,2.151180115,0.989547959,0.141492519,0.115709106
Cerebellum,319,Pro-Ser,979234.4,4164472.4,1952826,1282911.2,4.252784012,1.994237539,1.310116556,0.006050436,0.326522215,0.909788078
Basal Ganglia,319,Pro-Ser,804010,1873791,1691820.6,1524673.6,2.330556834,2.104228306,1.896336613,0.037505386,0.068081715,0.40923929
Hippocampus,323,Pro-Thr,994434,3814058,2057203.8,1594710.6,3.835405869,2.068718286,1.60363644,0.011122131,0.225428408,0.661063046
Cortex,323,Pro-Thr,672880.2,873477,1816155.2,2068306.2,1.298116663,2.699076596,3.073810464,0.871693287,0.048567856,0.010077982
Cerebellum,323,Pro-Thr,1879092.6,7769772.4,3600560.167,2695096.4,4.134853386,1.91611641,1.434254171,0.00182636,0.182054405,0.624518992
Basal Ganglia,323,Pro-Thr,1595278.4,4326337.8,4045427.4,4056242.8,2.711964131,2.535875494,2.542655125,0.021501062,0.025776352,0.113031854
Hippocampus,315,Prolinamide,294908.4,229851,171983.2,174635.2,0.779397942,0.583174979,0.592167602,0.986190982,0.502916528,0.522181711
Cortex,315,Prolinamide,166757,295240.6,183841.8,233555.8,1.770483998,1.10245327,1.400575688,0.024578172,0.918612592,0.17604352
Cerebellum,315,Prolinamide,238116.2,303121,299611.3333,189726.4,1.272996125,1.258256823,0.796780731,0.82082494,0.76646713,0.662638748
Basal Ganglia,315,Prolinamide,320423,362257.8,518361.8,310161.8,1.130561164,1.617742172,0.967976082,0.943753198,0.772535888,0.999999978
Hippocampus,316,Proline,31676610.4,38196103.2,33133083.6,39179994.4,1.205814092,1.045979452,1.236874587,0.214075226,0.943611875,0.147491288
Cortex,316,Proline,33706276.8,38080907.6,43825175.2,40200249.6,1.129786829,1.300208132,1.192663605,0.635249419,0.088315875,0.298135492
Cerebellum,316,Proline,33248372,39389596.8,34443927.33,44808300,1.184707534,1.035958312,1.347684031,0.204444746,0.992946105,0.010724426
Basal Ganglia,316,Proline,36327591.2,38502338.4,38982842,39828749.6,1.059864889,1.073091849,1.096377389,0.841697004,0.786661506,0.651919216
Hippocampus,317,Proline-hydroxyproline-M-H-HCD-NCE-20-30-40-,1137371.8,1745956.8,1073974.6,1121407,1.535080086,0.944259916,0.985963429,0.542630362,0.964611749,0.999992542
Cortex,317,Proline-hydroxyproline-M-H-HCD-NCE-20-30-40-,1050713.8,1319242.2,936628.8,1083469,1.255567596,0.891421432,1.031174236,0.647533178,0.836191199,0.999985795
Cerebellum,317,Proline-hydroxyproline-M-H-HCD-NCE-20-30-40-,1762855.4,3148110.2,1478086,1912006.6,1.785801717,0.838461283,1.084607734,0.031321671,0.61020798,0.976363908
Basal Ganglia,317,Proline-hydroxyproline-M-H-HCD-NCE-20-30-40-,1148023.4,1474056.8,896802.8,1241394.2,1.283995431,0.781171185,1.081331792,0.953222819,0.716400861,0.999890536
Hippocampus,320,Prostaglandin-F2-alpha-,266868.4,290435,151229.2,199710.8,1.088307945,0.566680806,0.748349374,0.992499248,0.220432602,0.893998408
Cortex,320,Prostaglandin-F2-alpha-,167761.2,321671.2,207597.4,129713.4,1.917435021,1.237457767,0.773202624,0.802139376,0.917851317,0.850197475
Cerebellum,320,Prostaglandin-F2-alpha-,240254,738880.4,207182.1667,293030.6,3.075413521,0.862346378,1.219670016,0.54815797,0.956790715,0.938577145
Basal Ganglia,320,Prostaglandin-F2-alpha-,178369.2,129558.8,191877.6,145568.8,0.726351859,1.075732806,0.816109508,0.771796155,0.923796428,0.999603848
Hippocampus,321,Prostaglandin-F2alpha-1,592729.8,1047253.2,782621,1083688.2,1.766830687,1.320367223,1.828300517,0.084012779,0.686839144,0.082399117
Cortex,321,Prostaglandin-F2alpha-1,447900.6,611232.4,811031.4,583735.2,1.36466082,1.810739704,1.30326952,0.861606189,0.23472261,0.984694102
Cerebellum,321,Prostaglandin-F2alpha-1,531340.4,927641,602889.6667,1300843.2,1.745850683,1.134658059,2.448229421,0.160658997,0.978045704,0.010150279
Basal Ganglia,321,Prostaglandin-F2alpha-1,538748.8,805761.8,958289.2,973399.2,1.495616881,1.778731015,1.806777481,0.836289162,0.360056309,0.297106315
Hippocampus,322,Prostaglandin-F2alpha-1-9-lactone,491758.2,1029523.4,541872,1028070.4,2.093556142,1.101907401,2.090601438,0.022127184,0.952847784,0.026126069
Cortex,322,Prostaglandin-F2alpha-1-9-lactone,399990,508989,659390.6,514737.6,1.272504313,1.648517713,1.286876172,0.987105745,0.762280703,0.992343602
Cerebellum,322,Prostaglandin-F2alpha-1-9-lactone,537906.2,832253.8,621382,1085166.6,1.547209904,1.155186536,2.017390021,0.471592277,0.974793483,0.222015258
Basal Ganglia,322,Prostaglandin-F2alpha-1-9-lactone,530952.4,409882.6,864153.2,691793.8,0.77197617,1.627553054,1.30292998,0.969860372,0.552536508,0.976336335
Hippocampus,325,Putrescine,1607145.6,2148280,1536720.4,2037785.8,1.336705274,0.95617995,1.267953445,0.613791789,0.90049919,0.763387641
Cortex,325,Putrescine,1772077.8,1612365.8,1571826.4,1850138.2,0.909873032,0.886996271,1.04405021,0.86623255,0.947068748,0.998441394
Cerebellum,325,Putrescine,3596018.2,3147814.6,2699712.167,2421460.8,0.875361142,0.750750418,0.673372788,0.903886527,0.65769764,0.380135129
Basal Ganglia,325,Putrescine,1935268.8,1807052.2,1656259.6,1677775.8,0.933747395,0.855829226,0.866947165,0.996085715,0.949509675,0.743408477
Hippocampus,326,Pyridoxamine-M-H-HCD-NCE-20-30-40-,1285137.8,2702307.6,2011892.6,423450,2.102737621,1.565507294,0.329497739,0.181621877,0.397295508,0.94216173
Cortex,326,Pyridoxamine-M-H-HCD-NCE-20-30-40-,3307354.4,2344813.4,3350258.4,3253039.8,0.708969501,1.012972302,0.983577629,0.191087605,0.998518279,0.999990556
Cerebellum,326,Pyridoxamine-M-H-HCD-NCE-20-30-40-,1558775.8,3210981.6,2522753.667,378535.2,2.059938062,1.618419831,0.242841337,0.218907634,0.43805031,0.567380156
Basal Ganglia,326,Pyridoxamine-M-H-HCD-NCE-20-30-40-,2230935.6,2611401.2,2789146.6,365136.2,1.170540826,1.250213856,0.163669538,0.861668621,0.982867536,0.053794186
Hippocampus,327,Pyroglutamic-acid,110302466.8,117927488.4,81762190.8,116550474.8,1.069128296,0.741254418,1.056644318,0.999999829,0.795257223,0.999746471
Cortex,327,Pyroglutamic-acid,139092832,140388611.2,152204840.8,143994086.4,1.009315931,1.094268041,1.03523729,0.980270956,0.984089599,0.99043919
Cerebellum,327,Pyroglutamic-acid,65819060.4,135137589.2,119630604,131139195.2,2.053168009,1.817567788,1.99241974,0.399568787,0.543101698,0.37515858
Basal Ganglia,327,Pyroglutamic-acid,152305923.2,99742602,108649542.4,81512722.8,0.654883276,0.713363867,0.53519076,0.475385524,0.589172695,0.333429179
Hippocampus,328,Quinolone,11898.6,19651.4,6045.8,7553.2,1.651572454,0.508110198,0.634797371,0.888092839,0.994469499,0.998562701
Cortex,328,Quinolone,10317.8,14863.2,109147,90022,1.44053965,10.5785148,8.724921979,0.974955784,0.873455815,0.860907267
Cerebellum,328,Quinolone,11505.8,144280.8,20330.5,79777.4,12.53983208,1.766978394,6.933668237,0.912365924,0.977111415,0.994270826
Basal Ganglia,328,Quinolone,9743.4,10650,14910.6,22373.2,1.093047601,1.530328222,2.296241558,0.999999997,0.737007502,0.821832449
Hippocampus,329,(+/-)-Didemethylcitalopram,48414.4,2926.8,4803.4,7226.6,0.060453088,0.099214283,0.149265508,0.717398692,0.930986864,0.999729974
Cortex,329,(+/-)-Didemethylcitalopram,3457.6,1000,2924.6,3804.8,0.289217955,0.84584683,1.100416474,0.841385395,0.999863037,0.999977356
Cerebellum,329,(+/-)-Didemethylcitalopram,5644.6,2892.8,3032.166667,3713,0.512489813,0.537180078,0.657796832,0.882916748,0.844088876,0.916597852
Basal Ganglia,329,(+/-)-Didemethylcitalopram,5349,3099,6615,184182.6,0.579360628,1.236679753,34.4330903,0.970774363,0.999820299,0.635881128
Hippocampus,330,Resolvin-D2,42109.4,48224.2,41646.4,28115.8,1.145212233,0.98900483,0.66768465,0.949819901,0.879232648,0.881552963
Cortex,330,Resolvin-D2,27089.6,49099.4,9837.4,21946.8,1.812481543,0.363143051,0.810155927,0.880828185,0.987893344,0.886302029
Cerebellum,330,Resolvin-D2,38997.4,474595,43547.5,83825.8,12.16991389,1.116677009,2.149522789,0.269714445,0.936182118,0.739705958
Basal Ganglia,330,Resolvin-D2,22287.4,55199.4,25363.6,28473.2,2.476708813,1.138024175,1.277546955,0.997140326,0.825404562,0.947901111
Hippocampus,331,Retinoic-acid,486542.2,115254.2,126350.8,180960,0.236884283,0.259691348,0.371930739,0.000600947,0.001190186,0.004628071
Cortex,331,Retinoic-acid,262859.8,326110.8,107519.6,113349,1.240626372,0.409037822,0.431214663,0.992881918,0.049795851,0.056448587
Cerebellum,331,Retinoic-acid,387937.8,206436.4,183840.1667,155878,0.532137884,0.473890832,0.401811837,0.067870712,0.090475315,0.057780382
Basal Ganglia,331,Retinoic-acid,357046.2,102588.6,139272.8,96778.4,0.287325842,0.390069408,0.271052878,0.000968214,0.013876527,0.000125117
Hippocampus,332,S-Adenosyl-homocysteine,20128512.8,25547274.8,21470752.4,27854440,1.269208265,1.066683496,1.383830007,0.222041761,0.987048855,0.068983451
Cortex,332,S-Adenosyl-homocysteine,21603186.4,23959012.8,24754872.4,29897472.8,1.10904995,1.145889867,1.383938103,0.774329247,0.554510109,0.046847906
Cerebellum,332,S-Adenosyl-homocysteine,29494355.6,30324307.2,28990709.67,37783356.8,1.028139337,0.982923989,1.281036864,0.990241187,0.996668771,0.314987091
Basal Ganglia,332,S-Adenosyl-homocysteine,26392605.2,28427211.6,27750239.2,25478687.6,1.077090018,1.051439939,0.96537221,0.902171441,0.962364538,0.957708717
Hippocampus,333,S-Adenosyl-methionine,8407736.8,12131462,10468396.4,9135447,1.442892694,1.245090879,1.086552448,0.413205956,0.770777667,0.95675588
Cortex,333,S-Adenosyl-methionine,7153390.4,10134189.6,10238677.4,11029225,1.416697403,1.431304155,1.541817849,0.279739912,0.420398445,0.168521085
Cerebellum,333,S-Adenosyl-methionine,12830286,15114176.6,12865315.67,9990363.6,1.17800777,1.002730233,0.778654786,0.978977967,0.999738818,0.716251968
Basal Ganglia,333,S-Adenosyl-methionine,11014192.6,12579754.8,9703471,8458270.8,1.142140442,0.880997033,0.767942881,0.826276276,0.883387365,0.249631831
Hippocampus,338,S-Lactoylglutathione,531337.4,50566.2,15855.6,379195.8,0.095167779,0.029840926,0.713662919,0.0916424,0.005086031,0.999951092
Cortex,338,S-Lactoylglutathione,16692.8,354833.2,105832.6,54414.2,21.25666155,6.340014857,3.259740727,0.071066923,0.999208132,0.924206881
Cerebellum,338,S-Lactoylglutathione,115921.4,416296.8,664887.6667,584434.4,3.591198864,5.735676645,5.041643734,0.996049123,0.793652858,0.518271573
Basal Ganglia,338,S-Lactoylglutathione,304745.8,246332.2,124836.4,642080.2,0.808320246,0.409641084,2.106936995,0.985091805,0.091329439,0.775920958
Hippocampus,334,Sarcosine,435295.4,458283.8,662451.2,425354.6,1.052811034,1.521842868,0.977163094,0.910636161,0.219698055,0.988044041
Cortex,334,Sarcosine,380088.6,510768.8,864110.6,606026.2,1.3438151,2.273445191,1.594434035,0.764995768,0.076589986,0.577730336
Cerebellum,334,Sarcosine,391481.8,598263.6,494907,578080.2,1.528202844,1.264189038,1.476646424,0.209501956,0.601485979,0.341253131
Basal Ganglia,334,Sarcosine,383683,346710.8,449060.2,446320.2,0.903638681,1.170393789,1.163252477,0.952635112,0.9201331,0.999945599
Hippocampus,335,Ser-His,110576.8,223277,154195.8,114460,2.019202943,1.394467917,1.035117674,0.739216874,0.992672619,0.998971837
Cortex,335,Ser-His,77382.8,107868.8,112657.2,162961.4,1.393963516,1.4558429,2.105912425,0.521895536,0.630710638,0.083567532
Cerebellum,335,Ser-His,355561,596374.4,321535.6667,310246,1.677277317,0.904305215,0.872553514,0.938379719,0.988332822,0.886320008
Basal Ganglia,335,Ser-His,305368.2,402720.6,222620.2,193175,1.318803333,0.72902221,0.632596976,0.970688112,0.990376938,0.779551199
Hippocampus,336,Serine,43497575.6,55487380.8,56844890.4,63380548.8,1.275643068,1.306851925,1.45710532,0.183185438,0.179523666,0.030906338
Cortex,336,Serine,40131740.8,46220037.6,53443747.2,62733660.8,1.151707767,1.331707674,1.563193112,0.485357696,0.041895677,0.001311512
Cerebellum,336,Serine,44922160,57351539.2,50842286.67,68888131.2,1.276687034,1.131786331,1.533499974,0.094764658,0.568155243,0.002767363
Basal Ganglia,336,Serine,44535453.6,50006980.8,53102688.8,61321903.2,1.122857785,1.192368877,1.376923288,0.758497928,0.435927321,0.064119453
Hippocampus,337,Serotonin,498638.6,795028,622026.6,431816,1.594397225,1.247449756,0.865989917,0.824208294,0.789379796,0.99839712
Cortex,337,Serotonin,330421.4,466736.6,264091.2,422396,1.41254955,0.799255738,1.278355458,0.224643619,0.999938058,0.426444609
Cerebellum,337,Serotonin,713554,881266,1381553.333,199047.6,1.235037572,1.936158067,0.278952399,0.999835331,0.769622103,0.06594606
Basal Ganglia,337,Serotonin,449375.2,680171.6,683202.4,657730,1.513593986,1.520338461,1.463654425,0.860716075,0.817050982,0.962892407
Hippocampus,339,Spermidine,2531966.4,2202363.4,3821390.8,3583119.4,0.869823312,1.509258101,1.415152824,0.957220063,0.152059742,0.289301196
Cortex,339,Spermidine,4122181.4,3296207.8,6090193.4,2746096,0.799627062,1.477420038,0.666175438,0.999953623,0.781948141,0.907358509
Cerebellum,339,Spermidine,3454809,3411305,3407664,4595044.2,0.987407698,0.986353804,1.330042905,0.948034398,0.989780545,0.872228301
Basal Ganglia,339,Spermidine,3617469.4,2787823.4,3097168.4,3310403.8,0.770655696,0.856169896,0.915115909,0.529928787,0.938008913,0.975944971
Hippocampus,340,Suberoylanilide-hydroxamic-acid,60161.8,97459,67487.4,74422.8,1.619948206,1.121764974,1.237044104,0.087945648,0.987630442,0.713835852
Cortex,340,Suberoylanilide-hydroxamic-acid,137164.8,75916.8,106285.4,73727.2,0.553471445,0.774873729,0.537508165,0.329477421,0.823706999,0.278381837
Cerebellum,340,Suberoylanilide-hydroxamic-acid,7270403.4,105515.6,66856.66667,91338.4,0.014513032,0.00919573,0.012563044,0.689232307,0.337417111,0.584655848
Basal Ganglia,340,Suberoylanilide-hydroxamic-acid,87012,69973.2,71405.8,72170,0.804178734,0.82064313,0.829425826,0.822833031,0.814767761,0.635013821
Hippocampus,341,Sucrose,2202374,2311325,1893759.8,1686583.6,1.049469799,0.859872029,0.765802539,0.982447603,0.999668828,0.987319094
Cortex,341,Sucrose,955411.4,1240539.8,957793.8,761833.4,1.298435208,1.002493585,0.797387806,0.999982816,0.958329533,0.763416583
Cerebellum,341,Sucrose,1613824.8,564378,3180724.333,2164935.8,0.349714542,1.970922949,1.341493699,0.403000898,0.123134879,0.844338711
Basal Ganglia,341,Sucrose,4286430.8,897412,1926510.8,1313983.2,0.209361131,0.449444046,0.30654483,0.014067233,0.144787255,0.026814847
Hippocampus,342,Taurine,98248895.6,111055384,122862566.6,118307178.6,1.130347403,1.25052364,1.204157847,0.702235082,0.438483354,0.477604334
Cortex,342,Taurine,96672599,117661675,126283392.2,127761142.4,1.217115048,1.306299753,1.321585886,0.277449458,0.107584742,0.085180566
Cerebellum,342,Taurine,68548099,84828856.6,80446978.17,114093048.6,1.237508521,1.173584379,1.664423234,0.578671489,0.874800308,0.025440524
Basal Ganglia,342,Taurine,101984064,106198220.6,96683221.4,104102094,1.041321717,0.948022834,1.020768245,0.994132479,0.972403001,0.992734281
Hippocampus,343,Tetraethylene-glycol,35162.6,32434.4,37122,34474.8,0.922411881,1.055723979,0.980439444,0.896623273,0.996761302,0.99714089
Cortex,343,Tetraethylene-glycol,131313,29402.2,37867,38645.2,0.223909285,0.288372058,0.294298356,0.424567959,0.751764812,0.798202779
Cerebellum,343,Tetraethylene-glycol,38792.8,44968.6,26242.33333,30593.4,1.159199645,0.676474329,0.788636036,0.89898651,0.169460067,0.621512996
Basal Ganglia,343,Tetraethylene-glycol,34073,36231.8,32741,136967.8,1.063358084,0.960907463,4.019833886,0.999755799,0.991292502,0.628467092
Hippocampus,344,Thiamine-cation,6562471.2,9750857,10806962.2,9264506.8,1.485851397,1.646782419,1.411740565,0.073467959,0.022954304,0.178164079
Cortex,344,Thiamine-cation,8613524.4,8450177.6,13339258.6,10712601,0.981036009,1.548641181,1.243695438,0.987236564,0.09152188,0.743662833
Cerebellum,344,Thiamine-cation,10731437.8,18177708.8,12380345.5,10637491.8,1.693874496,1.153652076,0.991245721,0.010114169,0.761542229,0.999988082
Basal Ganglia,344,Thiamine-cation,9019979.4,10068821.6,12801912,7663888.2,1.116279889,1.419283951,0.849656952,0.715444554,0.026403831,0.511155266
Hippocampus,345,Thiamine-monophosphate,491484,866836.2,993680,1062476.2,1.763711942,2.021795216,2.161771696,0.053796109,0.028824538,0.012701494
Cortex,345,Thiamine-monophosphate,614650.8,767349.8,1013985.4,944769.4,1.248432118,1.649693452,1.53708317,0.746845953,0.239791793,0.365303945
Cerebellum,345,Thiamine-monophosphate,604187.6,945984,922947.5,821658.8,1.565712371,1.527584313,1.35993986,0.330201306,0.230722031,0.651093741
Basal Ganglia,345,Thiamine-monophosphate,727368,718829.8,778034.4,970749.2,0.988261513,1.069657175,1.334605317,0.999981878,0.999441139,0.841050306
Hippocampus,346,Thiazolidine-2-carboxylic-acid,187915.2,301805,244905,330821.8,1.606070185,1.30327403,1.760484516,0.240944655,0.712653754,0.336263598
Cortex,346,Thiazolidine-2-carboxylic-acid,114225.2,154656.2,159993.4,234074.4,1.353958671,1.400683912,2.04923607,0.467896607,0.509247612,0.032901685
Cerebellum,346,Thiazolidine-2-carboxylic-acid,944408.4,945943.2,1069041.5,2416181.6,1.001625144,1.131969495,2.55840757,0.982656104,0.933071791,0.018203532
Basal Ganglia,346,Thiazolidine-2-carboxylic-acid,164584.2,196344.2,194780.8,200272.8,1.192971136,1.183472047,1.216840985,0.735051003,0.787119617,0.791420259
Hippocampus,347,Thiazolidine-4-carboxylic-acid,308868.8,707041.4,679406.2,833121.2,2.289131826,2.199659532,2.697330388,0.47523398,0.741551857,0.667573221
Cortex,347,Thiazolidine-4-carboxylic-acid,740293.8,941551.8,922484,1293563.4,1.271862334,1.246105263,1.747364898,0.95891939,0.998888948,0.888520562
Cerebellum,347,Thiazolidine-4-carboxylic-acid,551373.4,1124267.6,1445711.667,1989973.6,2.039031263,2.622019246,3.609121514,0.872420571,0.213436734,0.28217665
Basal Ganglia,347,Thiazolidine-4-carboxylic-acid,865460.6,523375.2,1087872.6,1158106,0.604736021,1.256986858,1.338138328,0.714996143,0.999972063,0.98210811
Hippocampus,348,Threitol-M-H-HCD-NCE-20-30-40-,505287.6,1162239.2,1178859.6,646638,2.300153813,2.333046764,1.279742467,0.074128483,0.102425101,0.786387107
Cortex,348,Threitol-M-H-HCD-NCE-20-30-40-,745337.6,1275769,2036821.2,1085727.4,1.711665962,2.73274983,1.456692108,0.800040513,0.843779173,0.999369539
Cerebellum,348,Threitol-M-H-HCD-NCE-20-30-40-,441154,315419151.8,500295.5,1457262.4,714.9864941,1.134060895,3.303296355,0.141710655,0.999949413,0.935674302
Basal Ganglia,348,Threitol-M-H-HCD-NCE-20-30-40-,502752.2,602880,570975.8,633713,1.199159347,1.135700252,1.260487771,0.855730396,0.986295576,0.885367627
Hippocampus,349,Threonine,80588929.6,98606633.6,88954888.8,91656347.2,1.223575423,1.103810278,1.137331736,0.466556496,0.852251294,0.76001758
Cortex,349,Threonine,69922644.8,81256912,69309054.6,101928913.6,1.162097232,0.991224728,1.457738246,0.998548207,0.637260434,0.980254296
Cerebellum,349,Threonine,100574424,127294804.8,114902754.7,121799065.6,1.265677692,1.142464954,1.211034185,0.162276949,0.577538403,0.323457755
Basal Ganglia,349,Threonine,87223224,103868520,98707849.6,107219430.4,1.190835597,1.131669354,1.229253237,0.451960651,0.68023111,0.358067628
Hippocampus,350,Thymine,536776.2,659312.4,572396.8,455734.8,1.228281731,1.066360245,0.849021995,0.5737267,0.975386097,0.955038575
Cortex,350,Thymine,445937.4,512611.2,434361,394606.6,1.149513811,0.974040303,0.884892364,0.978354683,0.953165145,0.858696224
Cerebellum,350,Thymine,541777.2,574426.4,658003.5,766998.8,1.060263149,1.214527854,1.415708893,0.864881301,0.989280233,0.994235879
Basal Ganglia,350,Thymine,629245.2,676873.6,606789,538071.8,1.07569132,0.964312481,0.855106722,0.95655587,0.977959945,0.544197947
